Dose [cGy];Volume [%]
4880.0;15.6765
4890.0;15.6385
4900.0;15.600499999999998
4910.0;15.5375
4920.0;15.474499999999999
4930.0;15.40025
4940.0;15.325999999999999
4950.0;15.268999999999998
4960.0;15.212
4970.0;15.160499999999999
4980.0;15.109
4990.0;15.04675
5000.0;14.9845
5010.0;14.92025
5020.0;14.856000000000002
5030.0;14.843
5040.0;14.83
5050.0;14.791
5060.0;14.752
5070.0;14.63575
5080.0;14.519499999999999
5090.0;14.47725
5100.0;14.434999999999999
5110.0;14.38275
5120.0;14.330499999999999
5130.0;14.27525
5140.0;14.22
5150.0;14.15475
5160.0;14.089500000000001
5170.0;14.043
5180.0;13.9965
5190.0;13.93925
5200.0;13.882
5210.0;13.850000000000001
5220.0;13.818
5230.0;13.79375
5240.0;13.7695
5250.0;13.69775
5260.0;13.626
5270.0;13.59375
5280.0;13.5615
5290.0;13.516
5300.0;13.4705
5310.0;13.43875
5320.0;13.407
5330.0;13.339000000000002
5340.0;13.271
5350.0;13.202
5360.0;13.133000000000001
5370.0;13.09225
5380.0;13.0515
5390.0;13.021999999999998
5400.0;des.25
5410.0;12.902000000000001
5420.0;des.15
5430.0;12.738999999999999
5440.0;des.65
5450.0;12.59925
5460.0;12.532
5470.0;12.459
5480.0;12.386
5490.0;12.329249999999998
5500.0;12.272499999999999
5510.0;12.20975
5520.0;12.146999999999998
5530.0;12.10075
5540.0;12.0545
5550.0;12.015749999999999
5560.0;11.977
5570.0;11.905249999999999
5580.0;nov.35
5590.0;11.71575
5600.0;11.597999999999999
5610.0;11.568
5620.0;11.537999999999998
5630.0;nov.05
5640.0;11.383000000000001
5650.0;11.282499999999999
5660.0;11.182
5670.0;11.130749999999999
5680.0;11.0795
5690.0;11.043499999999998
5700.0;11.0075
5710.0;10.980749999999999
5720.0;10.954
5730.0;10.933
5740.0;10.911999999999999
5750.0;10.879
5760.0;10.846
5770.0;10.778749999999999
5780.0;10.711500000000001
5790.0;10.688999999999998
5800.0;okt.65
5810.0;10.608
5820.0;10.549500000000002
5830.0;10.49375
5840.0;10.438
5850.0;10.38975
5860.0;okt.15
5870.0;okt.95
5880.0;okt.75
5890.0;okt.16
5900.0;10.1225
5910.0;10.079249999999998
5920.0;10.036
5930.0;9.972249999999999
5940.0;sep.85
5950.0;9.877749999999999
5960.0;9.847
5970.0;9.81125
5980.0;9.775500000000001
5990.0;9.748999999999999
6000.0;sep.25
6010.0;sep.45
6020.0;9.586500000000001
6030.0;9.54975
6040.0;9.513
6050.0;9.460250000000002
6060.0;sep.75
6070.0;sep.55
6080.0;sep.35
6090.0;sep.25
6100.0;sep.15
