Dose [cGy],Volume [%]
1280,59.0675
1290,58.933
1300,58.7985
1310,58.691
1320,58.5835
1330,58.5285
1340,58.4735
1350,58.40975
1360,58.346
1370,58.24225
1380,58.1385
1390,58.09375
1400,58.049
1410,57.99875
1420,57.9485
1430,57.8935
1440,57.8385
1450,57.76825
1460,57.698
1470,57.6135
1480,57.529
1490,57.45125
1500,57.3735
1510,57.27425
1520,57.175
1530,57.09375
1540,57.0125
1550,56.902
1560,56.7915
1570,56.72875
1580,56.666
1590,56.59775
1600,56.5295
1610,56.41675
1620,56.304
1630,56.23975
1640,56.1755
1650,56.13475
1660,56.094
1670,56.032
1680,55.97
1690,55.926
1700,55.882
1710,55.8405
1720,55.799
1730,55.75775
1740,55.7165
1750,55.6445
1760,55.5725
1770,55.5105
1780,55.4485
1790,55.39125
1800,55.334
1810,55.249
1820,55.164
1830,55.0985
1840,55.033
1850,55.0065
1860,54.98
1870,54.90675
1880,54.8335
1890,54.75925
1900,54.685
1910,54.62675
1920,54.5685
1930,54.5395
1940,54.5105
1950,54.41675
1960,54.323
1970,54.295
1980,54.267
1990,54.18825
2000,54.1095
2010,54.03975
2020,53.97
2030,53.90475
2040,53.8395
2050,53.7715
2060,53.7035
2070,53.65125
2080,53.599
2090,53.529
2100,53.459
2110,53.416
2120,53.373
2130,53.3165
2140,53.26
2150,53.22025
2160,53.1805
2170,53.134
2180,53.0875
2190,53.02325
2200,52.959
2210,52.863
2220,52.767
2230,52.73
2240,52.693
2250,52.62225
2260,52.5515
2270,52.49125
2280,52.431
2290,52.37125
2300,52.3115
2310,52.26525
2320,52.219
2330,52.16225
2340,52.1055
2350,52.03775
2360,51.97
2370,51.9155
2380,51.861
2390,51.81625
2400,51.7715
2410,51.72375
2420,51.676
2430,51.6075
2440,51.539
2450,51.4805
2460,51.422
2470,51.352
2480,51.282
2490,51.185
2500,51.088
2510,51.0375
2520,50.987
2530,50.87575
2540,50.7645
2550,50.665
2560,50.5655
2570,50.506
2580,50.4465
2590,50.432
2600,50.4175
2610,50.378
2620,50.3385
2630,50.27825
2640,50.218
2650,50.12575
2660,50.0335
2670,49.98875
2680,49.944
2690,49.868
2700,49.792
2710,49.72175
2720,49.6515
2730,49.601
2740,49.5505
2750,49.52075
2760,49.491
2770,49.45375
2780,49.4165
2790,49.3595
2800,49.3025
2810,49.25275
2820,49.203
2830,49.104
2840,49.005
2850,48.9545
2860,48.904
2870,48.85875
2880,48.8135
2890,48.78575
2900,48.758
2910,48.737
2920,48.716
2930,48.673
2940,48.63
2950,48.5915
2960,48.553
2970,48.5045
2980,48.456
2990,48.4245
3000,48.393
3010,48.2645
3020,48.136
3030,48.1095
3040,48.083
3050,48.01325
3060,47.9435
3070,47.90875
3080,47.874
3090,47.8195
3100,47.765
3110,47.72425
3120,47.6835
3130,47.6415
3140,47.5995
3150,47.54275
3160,47.486
3170,47.411
3180,47.336
3190,47.28025
3200,47.2245
3210,47.17925
3220,47.134
3230,47.06875
3240,47.0035
3250,46.93425
3260,46.865
3270,46.80675
3280,46.7485
3290,46.7135
3300,46.6785
3310,46.6495
3320,46.6205
3330,46.5625
3340,46.5045
3350,46.45475
3360,46.405
3370,46.367
3380,46.329
3390,46.27025
3400,46.2115
3410,46.16575
3420,46.12
3430,46.041
3440,45.962
3450,45.9035
3460,45.845
3470,45.78925
3480,45.7335
3490,45.68575
3500,45.638
3510,45.61875
3520,45.5995
3530,45.531
3540,45.4625
3550,45.3925
3560,45.3225
3570,45.26275
3580,45.203
3590,45.144
3600,45.085
3610,45.0305
3620,44.976
3630,44.91725
3640,44.8585
3650,44.8055
3660,44.7525
3670,44.7155
3680,44.6785
3690,44.62525
3700,44.572
3710,44.49525
3720,44.4185
3730,44.388
3740,44.3575
3750,44.32425
3760,44.291
3770,44.2595
3780,44.228
3790,44.11775
3800,44.0075
3810,43.95925
3820,43.911
3830,43.84175
3840,43.7725
3850,43.71275
3860,43.653
3870,43.576
3880,43.499
3890,43.44825
3900,43.3975
3910,43.285
3920,43.1725
3930,43.10775
3940,43.043
3950,42.9785
3960,42.914
3970,42.85225
3980,42.7905
3990,42.6795
4000,42.5685
4010,42.40225
4020,42.236
4030,42.09325
4040,41.9505
4050,41.83975
4060,41.729
4070,41.59725
4080,41.4655
4090,41.38975
4100,41.314
4110,41.2295
4120,41.145
4130,41.078
4140,41.011
4150,40.9715
4160,40.932
4170,40.872
4180,40.812
4190,40.78525
4200,40.7585
4210,40.70225
4220,40.646
4230,40.6115
4240,40.577
4250,40.52825
4260,40.4795
4270,40.42675
4280,40.374
4290,40.33275
4300,40.2915
4310,40.24
4320,40.1885
4330,40.1625
4340,40.1365
4350,40.09725
4360,40.058
4370,40.02475
4380,39.9915
4390,39.958
4400,39.9245
4410,39.89775
4420,39.871
4430,39.84125
4440,39.8115
4450,39.7755
4460,39.7395
4470,39.69975
4480,39.66
4490,39.62975
4500,39.5995
4510,39.56975
4520,39.54
4530,39.5025
4540,39.465
4550,39.434
4560,39.403
4570,39.321
4580,39.239
4590,39.18375
4600,39.1285
4610,39.06925
4620,39.01
4630,38.9685
4640,38.927
4650,38.9155
4660,38.904
4670,38.873
4680,38.842
4690,38.797
4700,38.752
4710,38.698
4720,38.644
4730,38.61875
4740,38.5935
4750,38.5385
4760,38.4835
4770,38.4275
4780,38.3715
4790,38.33675
4800,38.302
4810,38.2945
4820,38.287
4830,38.2485
4840,38.21
4850,38.15875
4860,38.1075
4870,38.0935
4880,38.0795
4890,38.01525
4900,37.951
4910,37.92
4920,37.889
4930,37.85125
4940,37.8135
4950,37.77075
4960,37.728
4970,37.67275
4980,37.6175
4990,37.602
5000,37.5865
5010,37.55925
5020,37.532
5030,37.51175
5040,37.4915
5050,37.4755
5060,37.4595
5070,37.37475
5080,37.29
5090,37.26325
5100,37.2365
5110,37.2115
5120,37.1865
5130,37.117
5140,37.0475
5150,37.00425
5160,36.961
5170,36.9215
5180,36.882
5190,36.82125
5200,36.7605
5210,36.72025
5220,36.68
5230,36.6225
5240,36.565
5250,36.52075
5260,36.4765
5270,36.37725
5280,36.278
5290,36.1565
5300,36.035
5310,35.99225
5320,35.9495
5330,35.91375
5340,35.878
5350,35.8245
5360,35.771
5370,35.752
5380,35.733
5390,35.70325
5400,35.6735
5410,35.59575
5420,35.518
5430,35.48875
5440,35.4595
5450,35.42825
5460,35.397
5470,35.36775
5480,35.3385
5490,35.319
5500,35.2995
5510,35.2605
5520,35.2215
5530,35.20725
5540,35.193
5550,35.15625
5560,35.1195
5570,35.0835
5580,35.0475
5590,34.99875
5600,34.95
5610,34.8845
5620,34.819
5630,34.6815
5640,34.544
5650,34.4735
5660,34.403
5670,34.31875
5680,34.2345
5690,34.1865
5700,34.1385
5710,34.12875
5720,34.119
5730,34.07175
5740,34.0245
5750,33.983
5760,33.9415
5770,33.85675
5780,33.772
5790,33.7305
5800,33.689
5810,33.62425
5820,33.5595
5830,33.53275
5840,33.506
5850,33.4495
5860,33.393
5870,33.3215
5880,33.25
5890,33.191
5900,33.132
5910,33.05175
5920,32.9715
5930,32.9065
5940,32.8415
5950,32.77825
5960,32.715
5970,32.678
5980,32.641
5990,32.617
6000,32.593
6010,32.531
6020,32.469
6030,32.4285
6040,32.388
6050,32.30275
6060,32.2175
6070,32.11925
6080,32.021
6090,31.967
6100,31.913
6110,31.84575
6120,31.7785
6130,31.7135
6140,31.6485
6150,31.536
6160,31.4235
6170,31.32625
6180,31.229
6190,31.1455
6200,31.062
6210,30.9845
6220,30.907
6230,30.86725
6240,30.8275
6250,30.73325
6260,30.639
6270,30.548
6280,30.457
6290,30.418
6300,30.379
6310,30.3015
6320,30.224
6330,30.09025
6340,29.9565
6350,29.847
6360,29.7375
6370,29.67225
6380,29.607
6390,29.512
6400,29.417
6410,29.32325
6420,29.2295
6430,29.064
6440,28.8985
6450,28.7285
6460,28.5585
6470,28.4905
6480,28.4225
6490,28.2725
6500,28.1225
6510,27.97675
6520,27.831
6530,27.75575
6540,27.6805
6550,27.51575
6560,27.351
6570,27.18175
6580,27.0125
6590,26.84525
6600,26.678
6610,26.5
6620,26.322
6630,26.034
6640,25.746
6650,25.46725
6660,25.1885
6670,24.9295
6680,24.6705
6690,24.4
6700,24.1295
6710,23.672
6720,23.2145
6730,22.873
6740,22.5315
6750,22.16525
6760,21.799
6770,21.519
6780,21.239
6790,20.619
6800,19.999
6810,19.465
6820,18.931
6830,18.452
6840,17.973
6850,17.33875
6860,16.7045
6870,16.00675
6880,15.309
6890,14.715
6900,14.121
6910,13.3275
6920,12.534
6930,11.796
6940,11.058
6950,10.28175
6960,9.5055
6970,8.62225
6980,7.739
6990,7.17725
7000,6.6155
7010,5.7145
7020,4.8135
7030,4.33525
7040,3.857
7050,3.234
7060,2.611
7070,2.15325
7080,1.6955
7090,1.328
7100,0.9605
7110,0.75975
7120,0.559
7130,0.3825
7140,0.206
7150,0.13175
7160,0.0575
7170,0.05125
7180,0.045
7190,0.04025
7200,0.0355
7210,0.0305
7220,0.0255
7230,0.0255
7240,0.0255
